Country,Year,Water Source Type,pH Level,Dissolved Oxygen ,Diarrhea,Typhoid,Rainfall
China,2001,Tap,7.64,6.5,86.98,26,44.86
Pakistan,2006,Pond,7.71,3.32,85.83,37,66.03
China,2008,Well,8.33,3.54,60.42,4,51.96
Pakistan,2009,Spring,6.37,8.52,45.15,14,39.94
India,2017,Spring,7.73,8.76,59.57,37,21.78
Ethiopia,2022,Tap,8.28,7.75,74.89,15,29.69
Pakistan,2006,Pond,7.25,8.87,43.31,17,28.43
Indonesia,2006,Well,6.9,8.04,84.11,32,96.53
Pakistan,2002,River,6.43,9.28,53.14,34,82.31
Nigeria,2011,Spring,8.17,4.05,95.25,23,29.82
India,2006,River,6.99,5.71,65.83,34,57.38
Indonesia,2016,Well,8.31,6.25,89.3,6,72.36
Bangladesh,2000,Spring,8.12,5.08,73.11,13,96.88
Indonesia,2004,Spring,6.94,8.08,68.82,49,41.52
Nigeria,2015,Pond,7.43,9.39,77.75,29,41.12
Ethiopia,2014,River,6.07,5.89,86.8,23,65.46
India,2001,Pond,6.66,9.59,75.12,14,88.59
Bangladesh,2008,Lake,7.78,6.62,85.81,12,42.37
Nigeria,2006,River,7.69,6.66,43.33,18,30.07
Nigeria,2003,River,6.88,7.2,49.43,28,41.29
USA,2019,Lake,8.02,4.88,46.08,21,55.93
India,2017,Well,6.59,5.68,85.88,1,48.8
Indonesia,2020,Well,7.15,6.87,36.03,38,88.9
China,2003,Spring,7.18,9.59,85.71,12,95.44
Ethiopia,2012,Tap,6.85,7.5,57.23,35,50.28
China,2000,Pond,8.39,5.33,35.57,37,85.87
Indonesia,2023,Tap,7.74,3.07,59.71,17,25.49
Indonesia,2002,Spring,7.35,9.87,51.04,14,64.3
India,2015,Tap,7.28,6.45,71.44,34,86.54
Indonesia,2021,River,6.4,9.57,63.08,16,53.49
USA,2003,River,6.93,6.85,50.77,47,31.47
Bangladesh,2024,Lake,7.68,7.24,90.36,12,42.73
Indonesia,2022,Lake,8.31,7.98,58.48,21,59.35
China,2024,Spring,8.04,5.25,62.95,39,87.48
Indonesia,2015,Spring,6.75,7.89,89.26,20,79.89
USA,2018,Spring,7.08,6.69,36.23,25,26.69
Pakistan,2000,River,6.21,7.71,57.29,45,63.69
Pakistan,2004,Tap,6.26,8.85,58.2,3,89.79
Nigeria,2018,Pond,7.18,4.29,64.71,6,66.17
Ethiopia,2021,Spring,7.33,7.29,37.43,9,25.2
Brazil,2023,Spring,6.66,3.36,37.19,14,85.85
Bangladesh,2010,River,7.61,3.71,59.15,25,92.54
Mexico,2012,Pond,7.76,7.72,32.31,15,51.14
Nigeria,2019,River,6.75,3.5,47.85,39,44.81
Ethiopia,2004,Pond,7.9,7.17,44.08,33,63.47
Pakistan,2020,River,6.51,4.54,64.26,16,98.73
China,2003,Tap,7.36,5.13,30.78,37,87
Mexico,2003,Spring,8.01,3.91,77.3,15,84.88
Ethiopia,2003,Well,7.34,4.74,89.89,33,35.45
Ethiopia,2003,Well,8.27,8.75,79.47,28,91.61
Nigeria,2019,Spring,6.15,7.47,87.27,17,64.48
Mexico,2020,Spring,7.47,9.65,75.03,10,93.35
India,2017,Spring,7.4,3.34,65.52,11,72.14
Brazil,2017,Spring,7.65,8.55,45.33,36,86.73
India,2015,Pond,8.08,7.89,49.57,1,33.24
Mexico,2008,Tap,7.81,4.83,52.24,17,76.52
India,2017,Well,7.98,8.1,32.66,37,40.58
USA,2021,Lake,6.72,8.02,93.92,32,33.51
Pakistan,2001,Well,6.97,6.22,93.02,8,65.92
USA,2020,Well,7.57,7.82,37.54,14,68.22
Indonesia,2003,River,7.38,6.11,68.97,27,59.25
India,2011,Spring,8.4,5.35,62.73,7,27.12
Indonesia,2006,Spring,6.47,6.27,77.84,45,39.58
China,2014,Spring,6.88,9.27,72.21,35,38.84
Bangladesh,2006,River,7.43,5.69,38.7,38,45.1
China,2021,Tap,8.17,5.83,76.21,7,70.25
Mexico,2020,Tap,8.32,7.26,72.62,41,55.04
Ethiopia,2016,Lake,6.84,8.27,67.19,49,97.47
Pakistan,2015,Tap,6.17,8.14,58.17,49,21.27
India,2018,Tap,7.05,3.14,96.84,18,37.27
Nigeria,2008,Spring,6.99,7.81,89.46,3,65.87
Bangladesh,2013,Pond,8.47,6.15,70.96,26,90.35
Brazil,2016,Well,7.08,6.67,30.45,12,22.71
Brazil,2004,Tap,6.76,6.93,60.25,37,90.69
Brazil,2001,Tap,6.91,8.12,79.02,20,60.58
India,2019,River,6.99,8.82,38.21,25,82.84
Brazil,2015,Lake,8.05,7.52,58.46,44,95.89
USA,2013,Pond,6.2,6.95,43.42,22,37.23
Bangladesh,2013,River,6.79,5.62,53.67,29,67.03
USA,2000,Spring,8.42,3.97,31.87,30,90.69
Ethiopia,2002,Well,6.38,9.71,38.87,30,87.55
Bangladesh,2006,Lake,7.86,6.23,61.83,15,61.68
USA,2014,River,6.89,6.96,92.87,41,95.96
Bangladesh,2018,Tap,7.45,8.26,64.34,40,76.68
Ethiopia,2019,Tap,6.25,3.48,61.72,6,61.93
Indonesia,2001,Lake,6.77,8.99,85.13,16,24.63
India,2018,Tap,7.25,8.58,48.75,23,58.98
India,2008,River,6.58,8.42,36.65,19,53.75
Brazil,2018,River,7.35,3.15,44.67,38,44.42
China,2004,Tap,6.55,6.69,85.39,26,95.43
Brazil,2017,Tap,7.63,3.38,77.39,1,94.06
Mexico,2015,Spring,8.26,6.86,36.41,0,46.98
USA,2003,Well,6.21,8.03,76.7,33,54.86
Bangladesh,2011,Lake,6.54,3.85,95.21,26,80.15
China,2006,River,8.11,7.86,33.15,36,86.8
Ethiopia,2013,Lake,7.58,6.15,73.15,49,28.81
Mexico,2022,Spring,6.2,8.68,56.54,5,59.26
Ethiopia,2011,River,7.22,6.74,65.07,37,93.16
India,2002,Spring,6.52,5.35,66.97,26,73.17
India,2004,Spring,6.5,5.32,83.97,47,63.44
Brazil,2016,Pond,8.35,9.28,68.99,15,77.44
USA,2009,Tap,7.9,6.17,71.52,34,72.91
China,2009,Pond,7.74,5.84,53.3,26,95.38
Pakistan,2010,Lake,6.6,3.28,38.82,34,93.01
Mexico,2016,Lake,6.3,5.55,77.79,35,51.82
Mexico,2004,Tap,8.18,8.95,30.03,37,22.56
Brazil,2012,Pond,6.01,8.33,53.01,27,46.61
India,2009,Lake,6.97,4.55,45.26,2,36.23
Brazil,2008,Pond,6.69,5.89,57.2,40,30.52
Bangladesh,2016,Tap,7.43,4.38,51.79,30,91.04
China,2000,River,6.63,9.68,79.3,2,76.79
USA,2003,Spring,6.78,7.19,48.21,37,22.61
Indonesia,2003,Spring,8.13,8.28,69.25,23,93.58
Nigeria,2017,Pond,7.51,8,61.9,25,92.24
Nigeria,2008,Lake,6.36,9.12,86.07,40,95.95
Brazil,2024,Pond,7.82,9.65,59.97,46,86.39
Bangladesh,2017,Pond,6.52,3.23,90.47,27,26.31
China,2013,Well,7.08,9.83,30.01,8,69.82
Pakistan,2024,Spring,7.62,9.09,72.34,36,26.65
Nigeria,2014,Tap,6.68,5.68,30.69,26,77.07
China,2005,Pond,6.96,8.86,79.98,47,35.76
USA,2023,Well,7.84,8.16,46.44,2,94.86
Ethiopia,2009,Well,8.34,8.55,56.6,40,94.73
Bangladesh,2014,Spring,7.32,4.54,56.63,48,67.57
India,2003,Spring,6.02,7.54,89.25,27,80.21
China,2017,Spring,6.85,3.18,37.15,31,88.65
USA,2017,Tap,7,8.94,76.68,34,51.13
Pakistan,2024,Well,6.85,9.66,98.69,6,66.34
Indonesia,2016,Lake,7.09,7.63,31.57,6,34.08
India,2011,Tap,7.58,6.59,97.61,20,98.84
Indonesia,2006,River,6.3,8.08,31.29,31,94.35
Pakistan,2015,Pond,6.68,5.28,88.88,37,58.67
USA,2010,Spring,7.27,7.38,97.29,19,64.27
Nigeria,2013,Well,6.79,8.03,99.51,7,54.94
Indonesia,2002,Pond,8.48,4,62.14,3,20.13
India,2018,Tap,7.08,3.98,90.69,25,38.4
Brazil,2017,River,8.17,8.01,38.56,14,28.13
Mexico,2009,Tap,8.24,6.02,59.78,5,45.83
China,2005,Tap,8.09,9.22,51.56,47,38.9
Nigeria,2012,Lake,6.12,5.18,57.66,31,80.93
Indonesia,2009,Pond,8.37,3.3,79.14,4,60.38
Ethiopia,2017,Lake,6.32,7.55,36.12,43,85.36
China,2019,Tap,6.09,7.79,99.87,45,70.86
Brazil,2015,River,7.04,6.88,74.45,5,72.5
Pakistan,2024,Well,6.49,7.78,91.15,2,90.1
Mexico,2024,Well,6.46,6.67,88.08,28,87.78
USA,2005,Pond,6.72,7.85,83.62,18,25.06
Brazil,2012,Spring,6.62,3.31,32.75,9,66.27
Brazil,2003,Spring,7.71,5.58,66.15,6,53.05
Pakistan,2022,Well,6.47,4.48,52.97,44,67.97
Bangladesh,2013,Tap,7.36,3.7,37.91,0,89.01
Pakistan,2000,Tap,8.47,4.64,54.01,0,20.96
Bangladesh,2019,Lake,7.08,4.34,75.14,16,20.88
Bangladesh,2004,Pond,7.6,9.81,46.14,21,25
Nigeria,2007,Lake,8.42,5.01,61.12,35,89.99
Nigeria,2011,Spring,6.34,4.62,58.31,13,48.28
India,2001,Well,7.05,8.84,33.67,5,49.7
Indonesia,2011,Tap,8.13,5.93,73.97,29,47.63
Indonesia,2004,Well,8.33,5.95,73.32,45,38.48
USA,2021,River,7.5,6.11,97.65,46,23.11
Indonesia,2004,Well,6.36,5.92,50.86,32,92.52
Nigeria,2012,River,8.25,5.29,59.33,19,38.63
India,2008,Lake,6.44,5,58.25,15,91.52
India,2009,Lake,6.88,9.17,94.38,3,96.46
Bangladesh,2000,Spring,6.94,4.13,58.61,33,66.13
Pakistan,2002,Well,7.12,4.27,60.99,0,49.78
USA,2017,Well,7.98,7,47.66,12,81.26
Bangladesh,2011,River,8.01,5.41,30.08,47,22.03
Pakistan,2002,Lake,7.8,5.95,37.73,7,94.31
Indonesia,2024,River,6.06,8.65,79.27,21,52.63
Bangladesh,2008,Lake,7.41,9.33,77.77,3,44.69
China,2001,River,7.87,8.53,52.58,33,30.15
Indonesia,2002,Lake,7.11,4.64,63.11,44,96.41
Pakistan,2013,River,8.36,9.86,50.82,36,84.88
USA,2003,Lake,8.06,5.54,81.16,22,77.92
Pakistan,2024,Pond,7.6,4.18,88.97,19,94.48
Bangladesh,2018,River,6.16,6.5,92.94,23,96.79
Bangladesh,2012,Well,7.63,8.08,42.17,26,41.48
Brazil,2006,Spring,8.28,3.58,78.65,12,82.92
USA,2011,Pond,6.95,7.44,97.41,4,81.36
Ethiopia,2002,Pond,8.1,9.01,75.54,15,64.59
Indonesia,2022,River,6.78,4.83,54.57,37,32.03
India,2022,Spring,7.43,7.85,74.52,47,95.23
USA,2008,Well,7.62,5.8,78.19,28,45.23
India,2001,Pond,7.69,5.9,57.79,25,66.31
USA,2021,Well,8.21,4.97,37.28,21,21.55
USA,2008,Lake,6.59,7.37,72.47,23,54.33
Pakistan,2011,Spring,6.66,5.53,86.15,12,69.35
USA,2011,Tap,7.76,8.82,99.83,42,50.48
Brazil,2014,Lake,6.44,9.74,45.61,20,58.17
Ethiopia,2001,Spring,7.16,9.55,79.03,0,35.36
Bangladesh,2017,River,6.05,4.14,31.96,3,48.02
Mexico,2012,River,6.35,3.1,97.89,2,77.87
India,2013,Well,7.7,6.07,30.88,49,97.58
Bangladesh,2004,Pond,7.87,8.1,55.12,22,57.5
Mexico,2009,Tap,6.29,9.84,35.35,15,74.88
Ethiopia,2011,River,6.57,8.48,73.47,44,98.1
Ethiopia,2009,Spring,6.25,7.06,53.76,12,81.98
India,2023,Pond,7.08,3.18,81.31,38,20.81
India,2010,Pond,6.32,8.78,64.05,30,94.84
Ethiopia,2024,Spring,7.09,4.24,59.36,23,89.33
Mexico,2001,Pond,7.83,3.39,54.4,46,41.69
USA,2004,River,7.71,8.95,36.03,14,34.52
Indonesia,2006,Spring,6.7,6.96,44.34,4,91.94
China,2005,Spring,7.68,3.9,74.74,48,75.1
Bangladesh,2021,Well,8.32,5.71,64.77,21,38.96
Pakistan,2022,Tap,6.87,3.6,34.91,21,77.11
Bangladesh,2002,Well,6.82,7.47,68.08,10,68.02
Pakistan,2012,Tap,7.43,4.98,33.79,23,44.74
Mexico,2002,Spring,6.61,9.06,65.82,44,64.54
Pakistan,2024,Pond,7.63,5.5,97.55,9,62.18
India,2023,Tap,8.08,6.46,51.51,46,60.78
Indonesia,2020,Spring,7.15,3.44,80.65,33,61.39
Indonesia,2005,Spring,7.7,4.93,82.19,10,20.03
India,2010,Well,7.63,7.74,58.34,42,41.49
Brazil,2016,Well,6.1,8.15,71.53,28,54.47
Mexico,2009,Pond,6.46,4.7,63.04,21,30.18
Brazil,2011,Lake,8.23,6.53,49.84,32,79.93
Brazil,2016,River,8.35,8.72,82.83,7,87.75
Bangladesh,2003,Lake,7.95,5.66,79.2,48,85.42
Ethiopia,2001,Lake,8.3,3.94,93.04,31,56.77
Bangladesh,2010,Pond,6.77,6.02,73.27,39,75.26
Ethiopia,2006,Tap,6.62,7.2,57.21,44,26.15
China,2001,Pond,6.96,3.05,79.98,22,35.95
Pakistan,2017,Pond,6.14,5.44,73.33,4,23.76
Ethiopia,2020,Spring,8.02,7.25,73.16,30,97.24
India,2003,Spring,8.46,9.66,89.49,28,65.95
Bangladesh,2007,Spring,8.06,5.86,93.73,5,34.02
Mexico,2019,River,7.39,4.14,42.62,24,76.6
Pakistan,2013,Tap,6.74,6.74,51.98,24,59.13
China,2011,Tap,6.49,5,75.52,30,54.74
Ethiopia,2021,Spring,6.91,4.5,69.01,13,93.08
China,2020,Lake,7.67,7.13,75.66,16,76.66
Mexico,2017,River,7.12,9.41,60.31,15,75.25
Brazil,2010,Lake,8.34,8.85,58.87,27,27.78
Indonesia,2007,Well,8.14,4.28,38.24,8,27.36
Mexico,2001,Tap,6.26,8.36,73.66,1,73.15
Nigeria,2024,Tap,6.33,4.61,42.3,3,32.52
Mexico,2014,Lake,7.69,5.03,76.97,19,56.26
China,2008,River,6.58,9.44,97.7,40,65.58
India,2018,Tap,7.98,9.38,47.95,35,51.05
Bangladesh,2019,Lake,7.48,4.18,39.95,36,26.81
India,2007,Pond,6.57,3.45,31.69,5,79.47
China,2024,Pond,7.2,5.05,56.52,0,90.8
Bangladesh,2018,River,7.02,7.07,45.02,44,32.93
Nigeria,2004,Lake,8.18,9.14,64.43,49,88.33
Indonesia,2010,Pond,6.08,3.83,66.7,2,83.1
Pakistan,2014,River,8.24,5.9,54.45,36,65.11
China,2007,Spring,7.63,4.9,82.49,44,67.69
Ethiopia,2018,River,7.84,3.1,93.34,41,72.13
China,2022,Well,6.01,8.52,44.81,2,61.98
China,2007,Spring,7.57,8.69,88.54,42,87.55
Bangladesh,2018,Lake,7.47,4.55,39.18,32,57.93
USA,2017,Spring,7.34,4.06,46.01,14,63.76
Mexico,2009,Spring,7.96,4.01,69.3,3,22.94
USA,2006,Lake,7.39,6.25,51.46,14,34.41
Nigeria,2008,Lake,8.14,4.73,32.92,6,92.3
Ethiopia,2000,Pond,6.58,6.58,50.64,46,29.73
Indonesia,2018,Well,8.01,5.69,93.34,3,92.32
Brazil,2004,Lake,6.45,4.48,42.2,2,70.87
Nigeria,2018,Tap,8.03,8.26,83.46,22,93.61
Brazil,2000,Tap,8.35,4.05,80.56,13,85.14
Brazil,2014,Well,6.84,8.59,37.44,5,89.22
Indonesia,2015,River,7.32,6.93,53.06,32,61.95
India,2022,River,7.65,8.82,43.25,8,86.02
USA,2006,Tap,6.2,3.03,31.62,11,56.84
China,2011,Lake,7.24,8.24,42.11,49,23.53
Pakistan,2007,Well,6.9,3.36,44.11,34,72.11
Brazil,2004,River,8.18,9.65,41.62,30,78.28
Ethiopia,2009,River,8.19,7.92,36.38,2,28.12
Nigeria,2020,Spring,7.75,5.24,66.84,45,85.27
India,2004,Tap,7.64,5.24,52.58,35,26.01
Brazil,2016,Lake,7.83,9.03,93.58,12,55.33
India,2004,Well,6.91,9.32,43.1,12,59.03
India,2021,River,7.01,9.24,72.2,33,22.94
Brazil,2014,Spring,7.38,8.66,93.04,20,25.26
Bangladesh,2012,Tap,8.35,8.73,33.3,33,56.05
Mexico,2000,Tap,7.81,7.01,66.14,41,44.9
Ethiopia,2010,Well,7.38,3.2,61.55,42,85.27
China,2022,River,7.93,3.61,95.01,27,53.11
China,2000,Well,6.93,7.55,76.46,46,28.44
Ethiopia,2010,Well,7.83,5.81,54.44,34,32.63
Bangladesh,2017,Pond,7.03,6.97,79.81,13,73.88
China,2017,Spring,6.7,4.62,70.79,17,96.01
India,2020,Tap,7.52,7.55,54.3,18,89.57
Indonesia,2015,Pond,7.72,4.7,84.97,18,30.36
Nigeria,2012,Lake,7.15,6.23,76.77,32,21.31
USA,2006,Tap,7.41,6.35,30.38,34,22.12
China,2000,Tap,7.74,4.24,90.56,19,64.39
Ethiopia,2015,Spring,7.92,9.13,57.8,28,58.87
Indonesia,2000,Lake,8.24,6.68,75.18,7,21.07
Brazil,2016,River,6.89,9.07,57.77,24,24.57
Mexico,2005,Lake,8.38,4.84,91.7,16,99.98
Ethiopia,2001,River,7.59,4.21,75.56,0,97.2
India,2016,Lake,7.97,3.13,70.56,37,30.14
Mexico,2005,Well,7.75,3.66,98.62,48,33.13
Nigeria,2013,Lake,6.51,4.03,49.64,29,92.01
Nigeria,2017,Pond,6.18,3.55,34.57,27,60.6
Bangladesh,2005,Pond,7.82,9.28,66.12,32,96.64
Pakistan,2009,Spring,7.28,9.38,59.68,12,61.63
Bangladesh,2023,River,7.76,9.56,61.8,23,66.18
Indonesia,2017,Tap,7.19,9.72,73.41,43,37.61
Mexico,2008,Spring,6.78,6.44,73.06,36,90.09
Pakistan,2007,Pond,6.71,6.71,57.46,21,86
Brazil,2009,Pond,7.83,3.92,90.4,12,46.99
India,2016,River,6.69,3.96,75.6,39,68.99
Mexico,2022,Pond,7.79,8.41,92.29,11,47.32
Bangladesh,2005,Pond,6.96,8.99,93.92,40,57.12
USA,2013,River,7.93,8.49,41.71,48,88.28
Pakistan,2021,Pond,6.36,8.84,77.64,45,53.23
Pakistan,2021,Tap,6.51,4.94,52.23,6,87.25
India,2005,Well,7.71,6.26,88.55,35,96.81
China,2006,Spring,7.4,6.21,81.3,28,53.31
Nigeria,2011,Tap,6.51,9.97,43.91,28,90.2
Nigeria,2002,Tap,8.26,9.64,95.71,25,44.32
USA,2013,Well,6.69,7.19,77.84,26,20.23
Indonesia,2021,Spring,7.05,3.97,96.4,23,26.76
Indonesia,2018,Tap,6.51,4.81,44.13,30,78.97
Brazil,2022,Pond,6.97,5.55,90.88,6,28.01
Mexico,2015,Well,7.23,9.11,76.77,16,95.13
Ethiopia,2006,Spring,6.74,4.19,68.66,48,89.33
China,2007,Lake,7.92,4.54,87.44,32,61.19
Bangladesh,2017,River,6.98,5.45,74.3,33,66.52
Ethiopia,2024,Pond,7.82,9.49,76.87,17,75.55
Ethiopia,2012,Well,6.52,6.53,47.76,40,78.52
Pakistan,2020,River,6.94,7.53,87.19,4,59.3
USA,2008,Lake,6.02,5.71,75.52,0,45.07
Nigeria,2009,Tap,7.9,4.32,89.11,6,92.82
Brazil,2020,Tap,7.56,4.56,54.61,33,23.73
Indonesia,2022,Spring,8.04,8.62,53.22,2,48.49
USA,2008,Well,7.14,9.25,31.67,35,73.32
Pakistan,2014,Well,8,6.45,83.8,34,91.29
Bangladesh,2019,Spring,7.62,5.5,53.12,11,25.94
Brazil,2001,River,6.01,8.65,52.9,14,72.72
Pakistan,2024,Tap,6.63,7.71,78.21,3,58.97
Nigeria,2012,Tap,7.23,3.29,47.7,32,74.92
Nigeria,2001,Well,7.55,5.46,93.63,15,45.38
Nigeria,2018,Well,6.16,7.78,67.66,28,76.86
USA,2001,Spring,7.76,7.02,97.86,5,34.42
USA,2002,Lake,7.36,9.85,35.37,48,82.03
Indonesia,2005,River,7.31,9.06,53.58,36,79.95
Indonesia,2002,Pond,6.73,3.42,56.7,22,95.74
Bangladesh,2009,Lake,7.49,8.08,81.13,12,33.86
Brazil,2023,Lake,6.07,5.35,44.91,43,77.76
India,2005,Well,6.16,7.77,56.27,0,45.81
India,2022,Well,7.83,7.32,93.74,11,42.55
Pakistan,2015,Well,6.8,6.52,38.02,26,52.13
Nigeria,2016,Lake,6.87,8.97,82.17,24,42.82
Brazil,2018,River,6.52,7.96,79.17,21,39.86
Ethiopia,2002,Well,7.11,9.23,39.14,33,81.47
USA,2017,Tap,6.13,4.97,78.19,17,75.96
Mexico,2006,River,6.75,5.44,69.88,40,28.75
China,2008,Tap,7.32,7.35,50.13,15,64.81
Bangladesh,2019,River,7.16,9.77,51.78,28,46.48
Nigeria,2011,Well,8.5,5.6,88.31,29,97.68
Nigeria,2004,Pond,6.97,3.23,46.17,29,54
Nigeria,2002,Spring,6.97,6.12,65.89,19,23.25
USA,2010,Well,7.26,6.81,77.68,46,46.54
USA,2024,Lake,6.48,8.61,39.09,21,45.02
China,2003,Pond,8.19,8.1,95.26,41,20.45
Ethiopia,2004,Lake,7.43,9.75,48.24,33,59.02
Brazil,2000,River,6.48,8.48,52.32,3,92.46
Nigeria,2017,Lake,7.98,5.09,76.63,49,84.19
India,2011,Pond,6.09,7.49,35.47,30,74.77
Indonesia,2012,Pond,8.46,7.71,73.93,49,47.48
India,2008,Well,8.16,9.99,94.12,13,38.56
Pakistan,2001,Tap,7.45,3.97,47.44,7,47.41
India,2004,Well,6.28,4.34,55.33,36,29.84
Pakistan,2012,River,6.54,4.09,46.26,4,27.96
Mexico,2015,Lake,6.7,7.12,87.31,7,65.96
Indonesia,2015,Tap,6.6,3.95,41.73,10,85.12
India,2023,Spring,7.24,7.59,54.26,28,27.95
Mexico,2002,Pond,8.36,8.63,72.07,20,46.81
Bangladesh,2021,Tap,7.11,6.03,58.32,38,29.82
Brazil,2003,Tap,7.65,6.92,34.58,12,44.84
Mexico,2010,Well,7.72,9.39,96.34,48,86.42
Brazil,2022,Spring,8.18,6.99,53.65,18,22.79
India,2013,Pond,6.08,4.46,61.2,2,71.78
Ethiopia,2002,River,7.01,5.4,41.73,33,24.79
Mexico,2015,River,7.96,6.71,90.57,37,54.12
Indonesia,2021,Tap,8.04,4.08,50.4,18,57.92
India,2014,Tap,8.32,7.29,31.39,31,52.12
Nigeria,2009,Lake,7.76,9.99,52.15,46,70.99
USA,2008,Spring,6.61,7.57,98.88,35,97.89
Mexico,2010,Pond,7.26,5.61,40.28,38,41.38
Indonesia,2015,Tap,6.08,5.32,32.18,13,68.78
Bangladesh,2009,Lake,7.62,9.52,70.47,6,48.4
Nigeria,2016,Spring,7.39,9.1,56.02,19,99.96
Bangladesh,2018,Pond,7.67,6.31,85.65,31,96.08
India,2001,River,8.33,5.47,81.23,45,27.47
USA,2023,Lake,7.72,7.97,42.98,30,97.89
Mexico,2022,Spring,6.8,5.2,69.52,21,79.06
Mexico,2001,Lake,6.5,3.84,32.27,4,99.39
Ethiopia,2005,Tap,8.14,5.17,60.76,30,81.68
Ethiopia,2018,Well,6.49,6.04,79.98,14,30.31
India,2007,River,6.4,4.79,59.05,43,80.04
India,2002,Tap,6.52,4.52,38.26,16,78.13
USA,2013,Tap,7.27,3.04,34.31,36,33.34
Ethiopia,2024,Spring,6.31,7.42,89.76,18,80.25
Indonesia,2015,Lake,8.35,7.3,92.39,9,73.98
Indonesia,2000,River,8.42,4.32,54.02,43,99.56
USA,2020,Tap,8.43,9.61,41.49,33,69.5
Indonesia,2002,Spring,6.1,5.87,98.5,48,53.17
Pakistan,2021,River,8.37,3.18,68.21,24,96.31
Brazil,2017,Lake,8.49,4.54,63.37,36,70.23
USA,2008,Tap,8.36,7.84,81.91,27,47.89
USA,2005,Pond,7.68,4.41,41.82,14,21.68
China,2022,Tap,7.75,3.38,70.6,19,80.53
Nigeria,2020,Tap,6.31,7.32,92.31,12,29.56
Nigeria,2024,River,8.19,6.63,31.61,19,93.89
Pakistan,2000,River,6.15,8.33,77.11,42,96.91
Ethiopia,2020,River,6.79,8.41,68.6,30,38.91
India,2009,River,8.48,9.72,96.56,17,29.02
India,2005,Spring,7.06,3.4,48.11,40,67.63
Bangladesh,2022,Well,6.33,3.27,90.12,47,37.1
Pakistan,2011,Spring,8.42,9.91,51.63,27,63.35
USA,2003,Tap,8.46,7.51,60.09,46,53.14
Pakistan,2012,Spring,6.47,8.01,44.93,3,83.36
Pakistan,2016,Lake,8.16,3.68,90.45,23,99.99
Pakistan,2007,Pond,6.98,3.49,43.68,43,56.54
Nigeria,2019,River,6.95,4.12,90.13,44,74.8
Pakistan,2002,Lake,6.66,5.99,61.89,8,47.34
Brazil,2011,Pond,6.11,3.77,88.46,46,89
India,2006,Lake,6.67,6.12,48.51,49,22.96
Bangladesh,2011,Tap,6.13,6.93,39.29,31,59.48
Brazil,2001,River,8.31,3,68.85,31,34.14
Bangladesh,2023,Lake,7.65,3.8,65.66,38,34.15
China,2013,Tap,8.22,5.63,54.96,20,62.64
Bangladesh,2021,River,7.79,3.37,76.4,43,44.62
India,2022,Well,6.33,3.93,36.66,41,56.72
India,2004,Tap,8.35,4.62,73.54,38,44.45
Pakistan,2008,Spring,8.25,6.01,44.82,45,56.41
Mexico,2020,River,6.87,8,39.03,26,42.87
China,2010,Lake,6.28,3.93,93.67,46,84.28
USA,2004,Pond,7.76,8.17,62.19,35,64.63
Indonesia,2002,Lake,7.82,8.99,83.44,7,32.91
Bangladesh,2016,Spring,8.24,7.56,36.24,18,20.68
Mexico,2001,Spring,6.13,3.31,34.02,28,21.4
Pakistan,2023,Lake,6.35,6.08,64.64,18,53.74
Nigeria,2000,Pond,7.5,7.62,52.09,4,45.13
USA,2006,River,7.55,9.85,30.34,21,40.97
Ethiopia,2013,Tap,6.08,9.66,42.83,34,69.83
Mexico,2004,Spring,6.99,5.77,45.31,9,85.06
Nigeria,2018,Spring,7.46,7.31,50.2,14,25.07
China,2010,Spring,7.84,9.24,91.43,1,28.8
Pakistan,2022,Pond,6.79,8.82,59.44,41,49.5
USA,2024,Well,7.21,6.36,77.56,21,55.32
USA,2001,Pond,8.04,4.83,31.29,47,51.62
USA,2007,River,8.38,3.96,86.97,34,71.09
China,2008,River,6.58,6.42,46.82,38,26.98
Bangladesh,2002,River,6.63,8.06,51.63,18,59.58
Ethiopia,2001,River,8.35,9.79,33.17,46,84.94
China,2006,River,6.99,9.03,58.68,11,94.28
Indonesia,2004,Lake,7.8,4.43,89.68,33,64.83
Ethiopia,2020,Spring,7.53,8.04,56.51,44,31.07
India,2004,Pond,6.71,5.02,93.6,19,78.2
Pakistan,2019,Lake,7.63,7.78,90.72,6,83.71
China,2012,Pond,7.64,7.66,34.34,23,35.7
Nigeria,2020,Well,7.48,4.91,51.37,2,74.2
Ethiopia,2019,Tap,6.25,4.64,93.73,5,94.44
Indonesia,2005,Spring,8.49,3.73,32.09,32,77.51
India,2019,Well,7,3.35,83.61,33,53.25
Bangladesh,2017,Lake,7.6,9.01,93.45,32,55.42
Nigeria,2024,Tap,8.21,3.35,83.93,28,26.36
Ethiopia,2001,Well,7.06,3.62,82.07,22,62.09
Pakistan,2024,Pond,7.93,4.67,89.03,3,84.21
Nigeria,2005,Tap,8.43,9.21,76.61,4,98.28
India,2008,Pond,6.9,5.33,59.62,33,51.94
Nigeria,2024,Well,7.01,4.34,34.39,15,54.83
Brazil,2002,Lake,8.26,8.01,85.16,39,24.38
Mexico,2000,Pond,6.4,5.23,93.37,46,82.01
Bangladesh,2000,Tap,6.07,5.33,65.81,42,77.33
India,2018,Well,8.27,8.17,67.28,41,52.23
Nigeria,2004,Pond,8.05,4.76,58.23,2,76.74
Mexico,2012,Lake,8.43,9.28,89.98,42,69.84
Mexico,2018,Spring,6.15,6.93,31.04,48,81.52
